  -0.402890E-05   0.243414E-05  -0.326621E-05   0.314880E-05  -0.321125E-05
   0.280867E-05  -0.304878E-05   0.241250E-05  -0.288842E-05   0.231486E-05
  -0.293218E-05   0.206348E-05  -0.274060E-05   0.205552E-05  -0.295014E-05
   0.166705E-05  -0.271359E-05   0.182600E-05  -0.302093E-05   0.171906E-05
  -0.274792E-05   0.160702E-05  -0.297345E-05   0.961139E-06  -0.330172E-05
   0.136280E-05  -0.298259E-05   0.208664E-05  -0.364402E-05   0.303040E-07
  -0.233814E-05   0.818541E-06  -0.377772E-05   0.164151E-05  -0.325713E-05
   0.643804E-06  -0.377300E-05   0.149608E-05  -0.211177E-05   0.148196E-05
  -0.253052E-05  -0.131510E-05  -0.257259E-05  -0.109979E-05  -0.257781E-05
   0.227418E-05  -0.225591E-05   0.161382E-05  -0.489109E-05  -0.114101E-05
  -0.362404E-05  -0.417032E-05  -0.339666E-06   0.101032E-05  -0.269832E-05
   0.450258E-06  -0.601888E-05  -0.179853E-05  -0.354215E-05   0.296236E-06
  -0.173293E-05   0.122105E-06  -0.151269E-05  -0.637200E-06  -0.944684E-05
  -0.224383E-05  -0.101850E-05  -0.318405E-05  -0.479668E-05  -0.197849E-05
   0.148348E-05  -0.645432E-07  -0.536894E-05  -0.326810E-05  -0.340830E-05
   0.606615E-05  -0.700360E-05   0.567097E-05  -0.279214E-05  -0.193622E-05
   0.979023E-06  -0.114293E-05  -0.461248E-05  -0.447324E-05  -0.466070E-05
  -0.421864E-05   0.750253E-06   0.384789E-05  -0.103124E-04  -0.614818E-05
  -0.882538E-05  -0.541957E-05   0.128154E-05  -0.108466E-05  -0.457461E-05
   0.486186E-05  -0.538259E-05  -0.732501E-05  -0.602301E-05  -0.178331E-04
   0.174320E-05   0.774554E-05  -0.266073E-06   0.551583E-05  -0.605740E-05
  -0.830219E-05  -0.493602E-05  -0.761816E-05  -0.535768E-05   0.425495E-06
   0.254610E-05   0.685691E-05   0.267656E-05   0.594477E-05  -0.611646E-05
  -0.963968E-05  -0.504899E-05  -0.779164E-05   0.294665E-05   0.880361E-06
   0.208423E-05  -0.165866E-05  -0.139229E-04   0.864425E-05  -0.482293E-05
  -0.142380E-04  -0.114714E-04   0.966956E-05   0.667466E-05   0.632929E-05
  -0.671638E-05  -0.256300E-04  -0.241297E-04   0.655243E-06  -0.526796E-05
  -0.140657E-04  -0.430716E-05   0.298236E-06   0.510385E-05  -0.161230E-05
  -0.841204E-05  -0.110329E-04   0.493070E-05  -0.128396E-04  -0.651582E-05
   0.151781E-04   0.500775E-05  -0.146141E-05   0.690164E-05  -0.657826E-06
  -0.113096E-04  -0.234455E-04   0.211174E-04   0.360082E-05   0.183504E-05
   0.266259E-05  -0.109332E-04  -0.134037E-04  -0.100472E-04  -0.272890E-04
   0.104095E-04   0.157876E-04  -0.247399E-04   0.156917E-04  -0.783218E-05
  -0.351023E-04   0.110665E-04  -0.147542E-04  -0.106997E-04   0.276943E-05
  -0.402429E-05   0.307360E-04  -0.233887E-04  -0.659680E-05   0.951585E-06
  -0.863216E-05  -0.169291E-04   0.313561E-04  -0.216371E-04  -0.709425E-05
   0.219277E-04  -0.126015E-04  -0.390742E-04   0.381167E-04  -0.306311E-05
  -0.339972E-04  -0.193893E-04   0.350489E-05   0.318461E-04  -0.456913E-04
  -0.939720E-05   0.671084E-05  -0.110283E-04  -0.888279E-06  -0.316801E-05
   0.194437E-04  -0.826726E-05  -0.282149E-04   0.175845E-06   0.218739E-04
  -0.550290E-05   0.222641E-04   0.134546E-04  -0.510825E-04   0.194733E-04
   0.868956E-06  -0.319420E-04   0.514208E-04  -0.397505E-05  -0.137478E-04
  -0.278605E-04  -0.258843E-04   0.209003E-04  -0.260802E-04  -0.181493E-04
  -0.396403E-04   0.391932E-04  -0.169157E-04   0.797889E-05   0.887299E-05
  -0.118572E-04   0.272433E-04  -0.360689E-04  -0.471939E-05   0.346205E-05
   0.260270E-04   0.245138E-04  -0.108069E-04  -0.314080E-04   0.257423E-04
  -0.323405E-04  -0.806853E-05   0.100959E-06  -0.422391E-04  -0.283707E-04
   0.273760E-04  -0.308694E-04   0.219655E-04   0.711149E-05   0.198685E-04
  -0.139285E-05  -0.270106E-05   0.175462E-04  -0.945744E-04   0.630292E-04
   0.416016E-04  -0.553548E-04   0.389875E-04  -0.164919E-05  -0.145860E-04
  -0.377566E-04  -0.428200E-04  -0.339489E-04  -0.160289E-05   0.299822E-05
   0.255083E-04  -0.392519E-04  -0.126575E-04  -0.321305E-04  -0.783142E-05
   0.244053E-05  -0.754086E-05  -0.253488E-05  -0.522269E-05   0.546007E-05
   0.726508E-04  -0.527770E-05  -0.142959E-04   0.818141E-05   0.370922E-04
   0.361018E-04  -0.104384E-04   0.130415E-05   0.320783E-04  -0.344637E-04
   0.681287E-04  -0.359090E-04  -0.191315E-04   0.743921E-05  -0.489760E-04
   0.444439E-04  -0.108421E-04  -0.922445E-04   0.468813E-04   0.181083E-05
  -0.720067E-04  -0.814664E-04   0.616482E-05   0.454376E-04  -0.684407E-04
  -0.870282E-04   0.456066E-04  -0.428792E-04  -0.124943E-04   0.693584E-04
   0.776417E-04  -0.569480E-05  -0.207426E-04  -0.334527E-04   0.309959E-04
  -0.301860E-04   0.852915E-04   0.527138E-04  -0.755471E-04   0.114768E-04
   0.518734E-04  -0.215436E-04  -0.100001E-03   0.525546E-04   0.127034E-04
   0.311451E-04   0.583503E-05  -0.192482E-04  -0.486783E-04   0.167349E-05
   0.576903E-04  -0.189076E-04  -0.423947E-04   0.854150E-04  -0.155459E-03
  -0.197435E-04   0.267507E-04  -0.802026E-04   0.152245E-04   0.538402E-04
  -0.638127E-05  -0.165020E-04  -0.506094E-04  -0.623916E-05   0.736529E-05
  -0.109178E-04   0.721937E-05   0.579361E-04   0.537472E-04  -0.128119E-04
  -0.295305E-05  -0.227615E-05   0.550927E-05   0.461090E-04  -0.585854E-04
  -0.188942E-04  -0.443666E-04  -0.137188E-04   0.197070E-04   0.396629E-04
  -0.570635E-04  -0.149367E-04   0.294374E-04   0.107950E-03  -0.125008E-04
  -0.151630E-03  -0.463697E-04   0.127649E-04   0.705177E-04   0.359212E-04
  -0.115280E-03   0.118378E-03   0.144079E-04  -0.116939E-03  -0.104875E-03
   0.427280E-05   0.856353E-04   0.531058E-04   0.704016E-04   0.452740E-04
  -0.703882E-04   0.761916E-06   0.704055E-04  -0.725521E-04   0.626306E-04
   0.911781E-05  -0.192813E-04   0.145712E-04   0.644364E-04  -0.124662E-04
  -0.832908E-04  -0.740606E-04  -0.501340E-04   0.602017E-04  -0.651677E-04
  -0.706506E-05   0.792924E-04  -0.838152E-04  -0.188342E-04  -0.145631E-03
  -0.148307E-03   0.302550E-04   0.831325E-04   0.672565E-04   0.649507E-04
  -0.728954E-05  -0.153219E-04  -0.680466E-04  -0.118708E-04  -0.555424E-04
   0.729750E-04   0.100702E-03   0.134535E-03   0.780067E-04   0.643449E-04
   0.674294E-04  -0.106603E-03  -0.142014E-03   0.801129E-04  -0.573068E-04
   0.538259E-04   0.209431E-04  -0.165132E-04   0.908467E-04  -0.262685E-04
  -0.172954E-03  -0.690810E-04   0.213554E-04  -0.191122E-04  -0.586049E-04
   0.158274E-03  -0.269080E-05  -0.109784E-03   0.210053E-04   0.206548E-05
  -0.154708E-04  -0.795593E-04   0.122427E-04   0.793185E-04  -0.897758E-04
  -0.671438E-05   0.107401E-04  -0.107469E-03  -0.613415E-04   0.782499E-04
  -0.598003E-04   0.159320E-03   0.100429E-03  -0.246163E-04   0.693717E-04
  -0.146477E-03   0.146842E-03  -0.580723E-04  -0.200268E-04   0.194843E-03
  -0.106331E-03  -0.164922E-04   0.295196E-04  -0.288836E-04  -0.703173E-04
   0.980362E-04   0.862525E-04  -0.118342E-03  -0.948405E-04  -0.698192E-04
   0.215021E-05   0.884379E-05  -0.795480E-05   0.155715E-04   0.840545E-04
   0.136646E-04   0.612985E-04  -0.660382E-04   0.609923E-04  -0.668567E-04
  -0.151125E-04   0.119539E-03  -0.187391E-04  -0.430233E-05   0.703823E-05
  -0.122317E-04  -0.936748E-04   0.175036E-04   0.919781E-04  -0.112108E-03
  -0.977437E-04   0.119809E-04  -0.834277E-04   0.104031E-03   0.107270E-03
  -0.259460E-04   0.153954E-04   0.860838E-04  -0.960741E-04  -0.207537E-04
  -0.723410E-04   0.121969E-05   0.112347E-03   0.118074E-05   0.847710E-04
   0.218616E-04   0.677862E-04  -0.978653E-04  -0.101009E-03   0.128781E-03
  -0.300002E-04  -0.195563E-03   0.115356E-03   0.619514E-05  -0.103128E-03
   0.206983E-03  -0.975749E-04  -0.164420E-04   0.123607E-03  -0.117856E-03
  -0.419854E-05   0.242484E-04  -0.115285E-04  -0.721156E-05  -0.837684E-04
   0.875541E-04  -0.707832E-04   0.663476E-04  -0.723625E-04  -0.144309E-04
   0.133831E-03  -0.176988E-04  -0.478270E-05   0.916688E-05  -0.169341E-05
   0.321203E-05  -0.113447E-07   0.167859E-04   0.899123E-04  -0.912988E-04
   0.107175E-03   0.113620E-03  -0.129937E-03  -0.966279E-05  -0.667184E-04
   0.789044E-04  -0.802941E-04  -0.361058E-04  -0.740111E-04   0.127095E-04
   0.233953E-03  -0.157569E-04  -0.188999E-04   0.977288E-05  -0.125726E-03
  -0.957267E-04   0.175985E-05  -0.717727E-04   0.209998E-03   0.183088E-04
  -0.404782E-04   0.316161E-04  -0.108704E-04   0.907637E-05  -0.338268E-05
   0.239616E-04   0.770124E-04  -0.196186E-03   0.955034E-04   0.459337E-04
  -0.425474E-04   0.261993E-04   0.179211E-04   0.228607E-03  -0.303410E-04
  -0.257670E-03  -0.682365E-04   0.135259E-03   0.950118E-05   0.865409E-04
  -0.112164E-03  -0.113407E-03   0.159766E-03   0.941860E-04  -0.114107E-03
   0.103918E-03  -0.105057E-03  -0.122284E-03   0.152389E-03  -0.852259E-05
   0.203385E-04   0.194518E-03  -0.325868E-03   0.919730E-04   0.579175E-04
