,Curv,M,Yield - curv,Yield - M,Ult - curv,Ult - M
0,0.0,0.0,0.002589996263419505,84.0,0.0357111,74.6972
1,0.000981957,31.8473,,,,
2,0.00212316,61.7555,,,,
3,0.00378231,80.54660000000001,,,,
4,0.00582413,92.1923,,,,
5,0.0149052,80.33930000000001,,,,
6,0.0223143,76.2568,,,,
7,0.0291649,74.7698,,,,
8,0.0357111,74.6972,,,,
9,0.0421205,75.2605,,,,
10,0.0484389,76.2469,,,,
11,0.054733,77.3459,,,,
12,0.0610478,78.349,,,,
