,OK=0,Ground motion,Load factor,E - glob,Gl Drift,Gl Drift - class,Element ID,Section ID (E el.),E el.,Section ID (PA el.),PA el.,PA el. - class
39,0,KOCAELI_GYN090,1,1.7786925907491504,0.30583142857142853,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1]","[0.2828622142168514, 0.40673268152853115, 0.408057565801167, 0.2839908027581118, 0.12069901330548789, 0.02679387457264206, 0.1269073644197766, 0.027745484522429944, 0.15229468398882443, 0.15212835329293517, 0.02613111021444125, 0.017134135455362305, 0.006700367696442661, 0.013193337327441532, 0.002571813573375422, 0.006416178440163624, 0.00661736517860672, 0.0009722415685541625, 0.0007646531168417691, 0.0006819468729180192, 0.0007808421502992048]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 5, 1]","[0.32667275168925725, 0.36739984859259245, 0.3759221766099977, 0.30928788210201524, 0.35734676442838975, 0.20615881913120018, 0.3843134031679269, 0.12748638377295834, 0.22379624095488768, 0.22345760004015416, 0.13185201668715799, 0.17380624836423716, 0.13720779024779195, 0.172254655567769, 0.06847760625757826, 0.0838878218232531, 0.08308277351674909, 0.0688315081545495, 0.07267259468921639, 0.06814151325322904, 0.07234552140936014]","['Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
40,0,KOCAELI_IZN090,1,2.2294162663746837,0.29529485714285714,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0.2965058436910295, 0.4399515179509536, 0.4406252249081654, 0.3037270655143639, 0.12177763997854169, 0.039926840174660916, 0.14428417454766357, 0.030267016308685387, 0.18116323697385903, 0.18015503675203692, 0.03902796544703356, 0.023596089626887966, 0.014903551202498665, 0.03027203393202121, 0.0005861737188686644, 0.014024884684268886, 0.0134296916930343, 0.006204743146774082, 0.002612531176951166, 0.002305716616193923, 0.002351328796525986]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 1, 1]","[0.3056340411181259, 0.3454805741511831, 0.3530700733697071, 0.2929211851149328, 0.36337778684336064, 0.20048548477367992, 0.35992745524299524, 0.1334643778810904, 0.22919696837135356, 0.22853609215718246, 0.1276245110366682, 0.1903357385582977, 0.14534088916259646, 0.18465837978880537, 0.07480245184832973, 0.09310709571744638, 0.09613067531601491, 0.07419683771516604, 0.07650369823542934, 0.07200351499293489, 0.07729050683722759]","['Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
41,0,KOCAELI_IZT180,1,1.3700808508192832,0.25566285714285714,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0.1639351570720554, 0.24767853716072394, 0.24707181540173442, 0.16725786784120333, 0.06828545738373001, 0.016235625523952826, 0.0680580975129098, 0.01574930642597651, 0.09713949493490762, 0.09705160901715637, 0.015987499793257084, 0.010572046672192813, 0.003979746749831433, 0.01138740595999485, 0.0013519403844253217, 0.0049557856377702245, 0.004905840445713601, 0.0016588209939526121, 0.0002200625767211084, 0.00020425739307766222, 0.0003564828520936237]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 1]","[0.2321104659867452, 0.27553095224532576, 0.27113043292197775, 0.23623858151202146, 0.2868875034587669, 0.1769910102791551, 0.2850819495277387, 0.11331067979063943, 0.17935541725032247, 0.1797988515583586, 0.11289955398630888, 0.15889374250629937, 0.12995577123794935, 0.16017728072139667, 0.06689973358811926, 0.07880345410914584, 0.07843085944588418, 0.0667851761005108, 0.07059705842800074, 0.06604746863008631, 0.07046318270167173]","['Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
42,-1,KOCAELI_YPT060,1,12.309856014430402,0.6988485714285715,Moderate,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1]","[6.910885165353149, 6.919098854657296, 6.605705688452442, 7.105235022485621, 0.7307929464828992, 0.14470631346121868, 2.8940783375416057, 0.14051714961864317, 0.5324909381708491, 0.5046579511270228, 0.0998885907538252, 0.12125436123210881, 0.08262028285558187, 0.10610982419683006, 0.0410164294011206, 0.07549681143702822, 0.08716071612614966, 0.014752409689234516, 0.019473708244576483, 0.017118079730585604, 0.019581372093782794]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1]","[2.118696941969181, 1.9128236448609446, 1.8963178037763877, 2.0083134580390674, 0.6651870937231026, 0.3778220419965176, 1.9887241747626574, 0.16736789556026446, 0.3879875165498228, 0.3479015870024221, 0.15224923335794865, 0.21311508415473387, 0.1701643113151283, 0.20160005829434646, 0.08260731215848559, 0.10635257527777925, 0.11696051758650489, 0.07931789079490235, 0.07990687155578395, 0.07909543812066147, 0.08441175757253001]","['Collapse', 'Collapse', 'Collapse', 'Collapse', 'Severe', 'Moderate', 'Collapse', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage']"
43,0,LANDERS_BRS090,1,0.2267930195347922,0.12158714285714284,No damage,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 3, 1, 1, 1]","[0.004519016566911389, 0.008931541529246424, 0.009077754386193862, 0.003634702960900321, 0.001968147085926173, 0.0009747499108862401, 0.0015235612673624227, 0.001346131296598177, 0.0036299936328817346, 0.0037067531122051828, 0.0004901237217790309, 0.0009330982572264457, 0.0005763956415866037, 0.0007319717175913558, 0.00035152970960911295, 0.0004693384075580196, 0.0005239109442466707, -1.946704204573558e-06, 0.0001273366333115779, 0.00014486179194999997, 0.00016016154106000238]","[1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1]","[0.07796076386379233, 0.08199949546626595, 0.08308959125502326, 0.06663232358544253, 0.10773261262330065, 0.09531514544727324, 0.10872433175023358, 0.0583074318047814, 0.06535757893485869, 0.06677206660599948, 0.048289262030722264, 0.08813934642216634, 0.08224323734630215, 0.08903083328852548, 0.04286426204255808, 0.03745333222926449, 0.04028876728405579, 0.03773296863337066, 0.04698336122677493, 0.04779232159229231, 0.05107057014371307]","['No damage', 'No damage', 'No damage', 'No damage', 'Minor', 'No damage', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
44,-1,LANDERS_DSP000,1,5.40780089352518,0.3727971428571428,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1]","[0.6784198363368266, 1.2276591658681335, 1.1696271851145084, 0.9738696449611665, 0.6311829408228579, 0.1731969261764633, 0.3103952075167683, 0.15975959994914424, 0.47059139519970666, 0.4731516770573344, 0.13353987386572622, 0.14652205391559273, 0.08232002865124649, 0.119581655794929, 0.03770839948362424, 0.06941575212483647, 0.07747074746267187, 0.011605760662995623, 0.01827463009048905, 0.016477273531795896, 0.01842784220163075]","[1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1]","[0.42624005358855566, 0.706027152602089, 0.6596623789619573, 0.6643377334622305, 0.6398333189834223, 0.26295490943173355, 0.38623111322970205, 0.1722205449135104, 0.332606322236753, 0.331729329419266, 0.1514114246132684, 0.2353000796405739, 0.1710988087686671, 0.21107958134445315, 0.07981745930654906, 0.10436216296390688, 0.11183862167064978, 0.07447842171430478, 0.07767051957650473, 0.07795094448602873, 0.08240482260499679]","['Moderate', 'Severe', 'Severe', 'Severe', 'Severe', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage']"
45,0,LANDERS_IND090,1,0.6525895025837127,0.14262514285714287,No damage,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0.015856347134212467, 0.03612017006495741, 0.0360822243940436, 0.016919870277325128, 0.0052447640588637, 0.0026488680481742263, 0.006326325037627643, 0.0035738254250870225, 0.014733367195869134, 0.01472655865218725, 0.004330982853990586, 0.0018500214345446298, 0.0013885070728361674, 0.0024763778448153475, 0.00014544591565847863, 0.0017228893599102561, 0.0016765614064448377, 0.0007739499317204219, 0.00026419321611350255, 0.0002369821207665033, 0.0002456809173100262]","[1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1]","[0.08642624057800909, 0.10086745045326338, 0.09998747916765598, 0.09267249082960981, 0.12219700424831596, 0.10550516354236773, 0.12337826612025685, 0.06632316098461685, 0.07746940153335562, 0.0788750478280753, 0.06520049547274644, 0.09845289474717023, 0.09017935237974521, 0.09790535152164154, 0.0471084559459956, 0.04398565446563546, 0.046795297718681544, 0.04508740686219273, 0.0528211597532327, 0.05084153731022797, 0.054406216681734204]","['No damage', 'Minor', 'No damage', 'No damage', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
46,-1,LANDERS_JOS090,1,5.459823361230397,0.34683142857142857,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1]","[0.7263517627279477, 1.0477919226423642, 0.9660309876820506, 0.8149502929664488, 0.4789110043073364, 0.1577522390745997, 0.27841536204246536, 0.13223601257169343, 0.3921040526856492, 0.3935226077591899, 0.09682840736027551, 0.11419439844738304, 0.06830004053245381, 0.09387947823667375, 0.03194337826493158, 0.052708759810520124, 0.057191011999603615, 0.008222945345904802, 0.015397111046002691, 0.013799030728455253, 0.015404509193096487]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 1, 1]","[0.4028801272742736, 0.5448325113792971, 0.4908505135632676, 0.5005343396071759, 0.5070230143877376, 0.24520253020031008, 0.3827391609390909, 0.14875918874403576, 0.2687013882387657, 0.2679920824740347, 0.13412325618520643, 0.20052594878793725, 0.15399369353129214, 0.18547789861059996, 0.07298696523829207, 0.09180373118937514, 0.09282858513598505, 0.07181118374508576, 0.0747293093668681, 0.07209428378720868, 0.07608370047275148]","['Moderate', 'Severe', 'Moderate', 'Severe', 'Severe', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
47,-1,LANDERS_MVH000,1,10.729488665893617,0.6993199999999999,Moderate,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 5, 5, 1, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1]","[4.506718681587208, 4.212040695349754, 4.380809226175348, 4.070934159804188, 0.6373025422049099, 0.19324102732253468, 2.7202320640317317, 2.108799977798825, 1.6228194270289498, 1.5496660576647188, 0.13826611922460016, 0.10250677801866305, 0.09699363807814705, 0.12171451608230686, 0.05075114931213429, 0.09419856961972117, 0.10635799133716617, 0.017143566220123863, 0.02227364697056908, 0.016277595416212636, 0.020360800451820323]","[1, 1, 1, 1, 1, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]","[1.917039986055899, 1.718681402518014, 1.7525639632907004, 1.736115888234534, 0.6338617152117602, 0.48728562847417456, 2.374367274688406, 3.13529760363022, 0.9620008115157487, 0.8865954785479249, 0.17310195405651146, 0.24727863923873594, 0.19019446422838374, 0.2641654357128907, 0.09198453291108899, 0.14568163555990488, 0.13186532008276533, 0.09652311188101967, 0.09272767646027119, 0.08120304955249003, 0.09008849214046188]","['Collapse', 'Collapse', 'Collapse', 'Collapse', 'Severe', 'Moderate', 'Collapse', 'Collapse', 'Severe', 'Severe', 'Minor', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage']"
48,-1,LANDERS_YER270,1,8.028977705928718,0.4211514285714286,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1]","[2.938401805043245, 3.481221399043735, 3.4402764463164686, 2.7295883530270464, 0.6319847800349174, 0.16851132160443102, 0.408439962884817, 0.1680407583379726, 0.5617329271469061, 0.561035443927013, 0.14293590954096222, 0.16134213194328056, 0.08299884112464301, 0.12210767609268204, 0.04043847759739156, 0.0947225459878167, 0.101946076120671, 0.013199132498572498, 0.01797773450992658, 0.015461827994053347, 0.017311138073115268]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1]","[1.0234055935334063, 1.101230185932077, 1.0695980870018738, 1.0701926906586792, 0.6159177538791347, 0.2553105359559679, 0.6166721541443461, 0.1693732528384542, 0.35074814404478655, 0.3518574096444015, 0.17367405064838862, 0.26661348702001636, 0.1847182039435811, 0.257580005947974, 0.0931777874403815, 0.1365018562427434, 0.14462062015671667, 0.08901869771723357, 0.087782591113916, 0.08440917803117784, 0.0905398928409593]","['Collapse', 'Collapse', 'Collapse', 'Collapse', 'Severe', 'Moderate', 'Severe', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage']"
49,0,LIVERMOR_A-KOD180,1,0.49751845606595946,0.19539600000000001,No damage,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0.03701749950948896, 0.062124657609129996, 0.06213263001057833, 0.03698376937122947, 0.013476060701145768, 0.004573824238148281, 0.01612604138610192, 0.0037847720927303183, 0.023783217699500116, 0.023771863389251652, 0.004731604762783332, 0.0024739924161023465, 0.0015730880985345367, 0.00325551500231366, 0.0003108345042610785, 0.001900757848779084, 0.0018144908513521114, 0.000963890884234367, 0.0002921229955856002, 0.0002583210399064958, 0.0002905248503375284]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 1]","[0.1317840669071696, 0.15195088906599388, 0.15299280323393066, 0.13347581461937272, 0.17172572749315698, 0.13380825152914544, 0.17742898183336883, 0.08343861970849335, 0.11569204317579432, 0.1144884533169821, 0.08610980786540652, 0.11969632083518404, 0.10861037343712539, 0.12389866957746969, 0.054783647918056906, 0.061529244771147844, 0.058812263182436264, 0.056595574334737775, 0.062027438990989524, 0.05793508054838473, 0.060553227494467905]","['Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'No damage', 'Minor', 'Minor', 'No damage', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
50,0,LOMAP_A01090,1,10.47033379009345,0.5565685714285715,Moderate,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1]","[7.835867596148566, 8.233684499595158, 7.55048311935033, 8.494454103853858, 5.150736907107381, 0.12551662183984622, 0.1794653169214467, 0.04448646929666038, 0.2760661928630307, 0.30986620792523606, 0.0592067812643245, 0.03687174082111293, 0.016963550438215784, 0.031521201480203154, 0.004973393207956705, 0.01578281938295273, 0.017136269019574518, 0.0025392809205419904, 0.0011207456590442142, 0.0005033222077097932, 0.0006010022181317121]","[1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1]","[1.6032099743443138, 1.7281666463850527, 1.6028841905819633, 1.790418682327258, 2.0743010679865663, 0.38024291022032364, 0.42951320223201456, 0.15727858146295223, 0.31943869694652405, 0.35043661485803235, 0.15726180477444904, 0.22182395551012835, 0.16994432760226993, 0.21056031936348973, 0.08330236882613078, 0.10431642079582283, 0.11168623278991203, 0.07216141617940185, 0.08043045957720288, 0.077198274115204, 0.08265444539074031]","['Collapse', 'Collapse', 'Collapse', 'Collapse', 'Collapse', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage']"
51,0,LOMAP_A02043,1,3.802573902832785,0.4511314285714286,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 1, 1, 1]","[2.8469539829525585, 2.8971559610330435, 2.8966365465463753, 2.51789781828071, 0.17882625672580987, 0.041815296178396584, 0.28401858561218013, 0.05339542309585586, 0.24448590437994677, 0.2426918034998554, 0.04580026445271469, 0.027268449658775836, 0.00843902703754407, 0.026402251719647638, 0.0021409469326486045, 0.011894163470893268, 0.01151027228422289, 0.0013556034696504838, 0.0005915768671742811, 0.000378983350726436, 0.0003937332247759182]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 1]","[1.1162148598878165, 1.0677828632375914, 1.0961908795454551, 0.9522703227292931, 0.438417296615457, 0.24912237931927506, 0.613172622458967, 0.1536199034918779, 0.3113575942989811, 0.3111998903798524, 0.1587713333984121, 0.2067932692719745, 0.16061067529276513, 0.21136358231758182, 0.07477572264471503, 0.10175490430100435, 0.09779246107288733, 0.07593392388616932, 0.07859803682967134, 0.07530328761612588, 0.07762813099598302]","['Collapse', 'Collapse', 'Collapse', 'Severe', 'Moderate', 'Moderate', 'Severe', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
52,0,LOMAP_A09227,1,0.39287525043146054,0.16638971428571428,No damage,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1]","[0.014756101646857674, 0.02803232040495701, 0.02791088616927287, 0.014619744604124093, 0.0067216655725155375, 0.0018660049208212666, 0.005402621008467218, 0.002638471498295593, 0.011374724607644288, 0.011400581017445632, 0.0024215942058352534, 0.001500362457897544, 0.0009004666617720937, 0.0012189124388258948, 0.0005448769424589842, 0.0013429954959807509, 0.0013526186554774632, 0.0004198415695114414, 0.0001258983633030563, 9.020187075099788e-05, 9.426630230350045e-05]","[1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 5, 1]","[0.10602208259287957, 0.11716428495755443, 0.117442476423398, 0.10050449881574944, 0.14412852828239886, 0.11726427720914162, 0.13917601565852392, 0.07486206915083721, 0.09163791934249965, 0.09304276258844242, 0.07334330232975059, 0.1091094385880445, 0.09855578348798531, 0.10816547057604259, 0.051247806472085024, 0.053374768899277926, 0.05308826882444348, 0.0516628108580882, 0.05798767526355912, 0.053975157277633676, 0.057703092696450416]","['Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'Minor', 'No damage', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
53,0,LOMAP_A10000,1,1.618024129106672,0.31668857142857143,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0.3065007724750763, 0.4194297896325109, 0.41888859966737185, 0.30351999988932976, 0.12858972089228135, 0.02866104674633744, 0.14185340126382393, 0.029676159759359465, 0.16540245448403443, 0.16518054255351922, 0.031121947864285876, 0.019817276356416613, 0.007060254748744322, 0.02003288958158651, 0.000981238861191329, 0.009904029934810656, 0.010134586814379672, 0.002171942067214457, 0.0006575792038198453, 0.0005702553159450945, 0.0006527178759297801]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 1, 1]","[0.34961827977656607, 0.38916196603664105, 0.39666235110380543, 0.33233592801203843, 0.3895526935606562, 0.21190791355853902, 0.40701308954331833, 0.13882368275873075, 0.24085569239677673, 0.24015816402518128, 0.13696279175572418, 0.1969902087772496, 0.14838517673178295, 0.18827480411144007, 0.07625747556579969, 0.09444301644405018, 0.09936299392257235, 0.07412683284849315, 0.07654766241258526, 0.07312279199378585, 0.0785325209656887]","['Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
54,0,LOMAP_AGW090,1,0.817858438460834,0.24219999999999997,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5]","[0.09428504437383911, 0.1425164297812948, 0.14229764690276228, 0.09592837251187608, 0.04020530918323791, 0.010487776458258762, 0.04478096716518836, 0.009817957628100811, 0.06406801672320434, 0.0639383979460161, 0.009426800728105523, 0.008665284592147302, 0.0027026159739666055, 0.006944365125143192, 0.0011385286267727298, 0.0035295523729969823, 0.0037249053544156346, 0.0009842467471107503, 0.00024947452355857146, 0.00015088981477389286, 0.000195944262216966]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 1, 1]","[0.20277462794162038, 0.23416375858639812, 0.23749489276971314, 0.20082499918499863, 0.23865299471056292, 0.16532586555069845, 0.2538153958842165, 0.10589154496956242, 0.1614898469818592, 0.16209361325904537, 0.10586772428610568, 0.15638813926816936, 0.1274345496959333, 0.14896570190347175, 0.06805464680229686, 0.07719236099022281, 0.08017650961881094, 0.06664463182610762, 0.07016716922582225, 0.06636321351516025, 0.07139219062510714]","['Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
55,-1,LOMAP_AND250,1,7.630279688610199,0.39661428571428575,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1, 1, 5, 5, 5, 1, 1, 1]","[4208.710582335198, 1.8313869985665654, 1.8367986542495482, 1.3847780553652023, 0.29145706413294026, 0.2580510035768959, 0.33379260503623337, 5959.800741393235, 0.5313227597996724, 0.6154325120384996, 0.16915279674496855, 0.06805524028913028, 0.139756234558352, 0.15590495294022805, 0.17582894082650638, 0.1307590246204768, 0.13702156733344872, 0.023081647096744304, 0.042011781415550696, 0.016333312780164293, 0.025284571809883444]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1, 1, 5, 5, 5, 1, 1, 1]","[655.8909024445275, 0.832000940847753, 0.8199120775018987, 0.8064145120506412, 0.6192276469832659, 0.33633251179834306, 0.46742676089771407, 892.0879055437752, 0.34429182943705045, 0.37479584880610617, 0.1661670234682464, 0.25290771636111725, 0.22999494814414495, 0.2451957805565716, 0.1897903505614003, 0.14560045890844694, 0.1511192993232679, 0.08733409643500739, 0.11734641369475687, 0.08410659642403823, 0.0948194729239337]","['Collapse', 'Severe', 'Severe', 'Severe', 'Severe', 'Moderate', 'Moderate', 'Collapse', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Moderate', 'Moderate', 'Minor', 'Minor', 'Minor', 'No damage', 'Minor', 'No damage', 'No damage']"
