,OK=0,Ground motion,Load factor,E - glob,Gl Drift,Gl Drift - class,Element ID,Section ID (E el.),E el.,Section ID (PA el.),PA el.,PA el. - class
56,0,LOMAP_BRK090,1,0.7251031333548368,0.20701657142857144,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0.05944804255923597, 0.09847079215121671, 0.09829270808742407, 0.05971197503631711, 0.023529683279280712, 0.005835647262519216, 0.01963700397967267, 0.005962574998991218, 0.03553408765811024, 0.03551280160375014, 0.006288196598329184, 0.0031812889337072144, 0.0021619399581244148, 0.003973530399285685, 0.0005290739174750615, 0.002581859809543674, 0.0025018805802572014, 0.001221015742663039, 0.0003407314319504892, 0.0002980847250243239, 0.0003511833907624212]","[1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1]","[0.157941338349606, 0.1820620784215041, 0.18051732691682895, 0.15304054969745845, 0.1984011634796214, 0.1430846981999886, 0.17991060858913516, 0.09077775702881113, 0.12506400334861242, 0.1262123975335988, 0.08566017313957613, 0.12804297235539133, 0.11120869089118264, 0.12290111319306735, 0.05705748550160397, 0.060307628161666134, 0.06257897322383565, 0.05584243202536536, 0.06139320573134899, 0.058466768323295, 0.062416780861668804]","['Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'No damage', 'Minor', 'Minor', 'No damage', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
57,0,LOMAP_BRN000,1,105.31524536253045,2.19874,Severe,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 3, 5]","[55.63699541607965, 57.707175391069555, 57.626714543783436, 56.18355518220359, 20.250787945940004, 0.1322870488756618, 21.076975834387465, 11.377707754021069, 19.688294780543472, 19.90456051984564, 8.461972721430293, 0.061611038166841, 0.01705352187973749, 0.06760254605225023, 0.007116568405810644, 0.07010142781440773, 0.05284994981335142, 0.010243494597578735, 0.002020359031387344, 0.00023308845196499993, 0.0012650599839360546]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[8.987703646701142, 8.933899933039791, 8.920369975052648, 8.763647541830496, 5.99811592671291, 0.41819241773099897, 5.624377820661618, 2.4086643175831237, 3.444091066462163, 3.5473761172332168, 2.9151162676594504, 0.3065388307627584, 0.18591757715352772, 0.3023517737924147, 0.08561220722969322, 0.21327978396060138, 0.1788970660398017, 0.11111065170488013, 0.10873459486860053, 0.09184949077578179, 0.09856203649289506]","['Collapse', 'Collapse', 'Collapse', 'Collapse', 'Collapse', 'Moderate', 'Collapse', 'Collapse', 'Collapse', 'Collapse', 'Collapse', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Moderate', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage']"
58,-1,LOMAP_BVW220,1,6.4190891249016016,0.38836571428571426,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1]","[1.112945931757919, 1.708870353660321, 1.8325982914868297, 1.308218853361176, 0.7148551827529301, 0.17345477807513865, 0.3348013720967633, 0.17207327662676242, 0.5607415213817679, 0.5628832235921352, 0.15708009192148104, 0.16393597477597735, 0.09022263876312989, 0.13181964694620404, 0.04293555282401107, 0.08713314942633833, 0.09755244983291562, 0.01486777486527073, 0.02016361020345468, 0.018217269412274112, 0.02030791897918452]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1]","[0.526091275894994, 0.8410361753039254, 0.817598867770444, 0.8037572453588292, 0.6831504764773078, 0.2602809516953761, 0.5175728028477854, 0.17283774301408694, 0.3501641403061825, 0.3489479021877343, 0.1588948439063172, 0.25208216017430857, 0.17955970921846987, 0.2229222749262448, 0.08644601102508213, 0.11793308549063537, 0.12680887034437355, 0.07699638404013001, 0.08297727169931898, 0.08157143860064257, 0.08662404816216619]","['Severe', 'Severe', 'Severe', 'Severe', 'Severe', 'Moderate', 'Severe', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage']"
59,-1,LOMAP_CAP090,1,14.966462736537657,0.7953628571428571,Moderate,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1]","[4.270348116470182, 4.551793757298792, 4.57473707326676, 3.170484059350194, 2.791291350995253, 0.3537460293958783, 2.477952329560341, 0.48085209584024985, 2.752364176503603, 2.7535448815454617, 1.819261678431741, 0.2386123506820114, 0.07279658321466756, 0.1868433325003874, 0.027041933948038336, 0.12878895073554153, 0.16754016573839042, 0.01640390655861, 0.005919711655278908, 0.013542704282164569, 0.015753785631977435]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 5, 1, 5, 5, 5, 5, 1, 1, 1]","[2.1009704853432964, 2.1915916457462536, 2.146568555849945, 2.251147315594944, 3.121856139301065, 0.4741998006688329, 1.8698157931745014, 0.3288713677991943, 1.532460899492114, 1.5324472373680704, 1.2514510279093023, 0.3902122009696435, 0.19737927338972516, 0.3410535381508395, 0.12874933417222734, 0.2235871131546008, 0.254015746947322, 0.1043681864055966, 0.10694308402605508, 0.09503956600964295, 0.11431360352798903]","['Collapse', 'Collapse', 'Collapse', 'Collapse', 'Collapse', 'Moderate', 'Collapse', 'Moderate', 'Collapse', 'Collapse', 'Collapse', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Minor', 'No damage', 'Minor']"
60,0,LOMAP_CFH090,1,0.37198496642762646,0.16382685714285716,No damage,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0.01632680308511328, 0.03059144338055688, 0.030582218258442484, 0.016481281293456055, 0.0061735832550114484, 0.0026436447705228752, 0.007390817605303818, 0.002330197294322308, 0.011066979643937568, 0.011029302427037825, 0.003138641017448242, 0.001728921870964498, 0.0013608428776042637, 0.0019668533332136964, 0.0002463912968073156, 0.0012277966237462152, 0.001167337812336848, 0.0007576515074478229, 0.00022946721277649794, 0.00020852593427599987, 0.00022532132863893107]","[1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]","[0.10312518086388595, 0.11902023193590158, 0.118716752688862, 0.10749620603939154, 0.13893980147339738, 0.11703673729153934, 0.14385013510733669, 0.07186655424092026, 0.09167543192672618, 0.09027197458736144, 0.07421455306285187, 0.1055230904089248, 0.0970917529523098, 0.10710850704530878, 0.04922855007983746, 0.05084728429356784, 0.05001109344556328, 0.04971731015561415, 0.05649092590278901, 0.05289821696868582, 0.05608005643269553]","['Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'Minor', 'No damage', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
61,0,LOMAP_CH12000,1,5.241070214746604,0.5506857142857142,Moderate,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 5]","[3.3736733853498517, 3.178913884384197, 3.2105604145282656, 3.8867052998224647, 2.7320566475735153, 0.08140896551546316, 0.13193877589877853, 0.03267690010955928, 0.2007449683228381, 0.2150416257683537, 0.04221899974379578, 0.030893182271738418, 0.011789544288795879, 0.023484013262373125, 0.0024910504562558134, 0.01132313099678872, 0.012986219169072154, 0.0015961910791081342, 0.0005518397760373017, 0.0001822342936651383, 0.0003351935225785771]","[1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1]","[1.3627680439368832, 1.3707252467834612, 1.3564992906992637, 1.547495160101327, 1.7808722317262538, 0.3334614605447579, 0.3876716522522504, 0.15944457185283334, 0.31776274344506983, 0.3313109578147847, 0.15027178594143112, 0.22923206922406875, 0.16846409762435088, 0.2076424365319384, 0.0810814105966095, 0.1072622390435337, 0.11572013682485882, 0.07219242246322488, 0.07876833344018584, 0.07823277141289907, 0.08325961248821286]","['Collapse', 'Collapse', 'Collapse', 'Collapse', 'Collapse', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage']"
62,0,LOMAP_CLD195,1,4.218291393427545,0.40197142857142854,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 1, 5, 5]","[0.4741466331978147, 1.6696708843603187, 2.156315635701948, 1.737883837585686, 3.301353726045643, 0.08472531611874752, 0.17417829062258547, 0.04810990016089442, 0.2645198632318599, 0.28224720766047, 0.061273756525027444, 0.037976054181971156, 0.014057352195756913, 0.037272076151677616, 0.0031173753393333326, 0.02432137611946714, 0.02453359205253654, 0.0038357644477723073, 0.0006142624319206226, 0.00026286704209176916, 0.0005182309733163596]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5]","[0.4214270176006179, 0.7888597546059223, 0.8593560520801876, 0.8245534319133099, 1.7775302926428629, 0.3297690946726577, 0.4365869946648103, 0.16827331946059548, 0.3343893626868576, 0.3494068019689374, 0.16476468457520455, 0.23619007411310355, 0.17226116437047145, 0.23776262527759734, 0.08172344830638849, 0.12853350061921884, 0.12176852528170191, 0.08886576877209298, 0.0870073120629813, 0.07998675152946726, 0.08470959076002256]","['Moderate', 'Severe', 'Severe', 'Severe', 'Collapse', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage']"
63,0,LOMAP_CLR180,1,1.5630335675017473,0.2668637142857143,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 1, 5, 5]","[0.13472602250438293, 0.22188612134561853, 0.22203051320717304, 0.13544317546501614, 0.05814896353682961, 0.01727549136838475, 0.06967241805512611, 0.01801238399325782, 0.11290700147200808, 0.1127120566942455, 0.019740643088645156, 0.013234036949558502, 0.0057285103119201555, 0.01614253600117063, 0.002149831683226553, 0.008468978716783862, 0.008244910906170888, 0.0023190392520770855, 0.0003757760503623548, 0.00020779753844645454, 0.00044394419842838325]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 1]","[0.20780304528522653, 0.24326603080364992, 0.2482410319913125, 0.20280780153279182, 0.25502630467902965, 0.17657378385575198, 0.28451168777991886, 0.11003174714758317, 0.19181404254057352, 0.19169141511825144, 0.11841603057210925, 0.16388297690138393, 0.1373304808480431, 0.17519532789302847, 0.0701266842093815, 0.08969596523059575, 0.08559032486057451, 0.07252747457827219, 0.07520982823920531, 0.06990835752721124, 0.07313774131593952]","['Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
64,0,LOMAP_CLS090,1,64.15875181651084,2.571302857142857,Collapse,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 1, 3, 5]","[46.85454804149081, 48.81848740084983, 48.90095316722188, 45.70160177399316, 6.115566967202631, 0.11229792458749384, 3.8901529329353814, 0.07445795774929005, 0.5285776825604532, 1.0197444655610821, 0.0998505836341379, 0.044509258896768295, 0.021730979144285394, 0.062772518423425, 0.008117565306832589, 0.043850808910815595, 0.04340691248261524, 0.008950973453920234, 0.0024174062728399394, 0.000357575902315, 0.001520884303646666]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5]","[9.328003653216278, 9.42128071716486, 9.423514831121391, 9.295307851442821, 2.7389469958546293, 0.3886061851303651, 2.013439844372073, 0.18587360660958843, 0.4661847220954872, 0.712635940068215, 0.22408475888006452, 0.23386822285757858, 0.19724837841882528, 0.2832006145277807, 0.09039170922982942, 0.1633775587718355, 0.1546334982587648, 0.10309150495885129, 0.09447468451200305, 0.08539558893120275, 0.093987513293916]","['Collapse', 'Collapse', 'Collapse', 'Collapse', 'Collapse', 'Moderate', 'Collapse', 'Minor', 'Moderate', 'Severe', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage']"
65,0,LOMAP_CYC195,1,1.6750569026901065,0.31976,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 1, 1, 1]","[0.23170675134772628, 0.34396016944629804, 0.34469118156177414, 0.23300150212924403, 0.11937257540147377, 0.026806620048850906, 0.14209481476116528, 0.033040291238255914, 0.17606697167222413, 0.17631755008183336, 0.034532101567952785, 0.018338367428691396, 0.007893232674414935, 0.026968790687612928, 0.0021040441889249657, 0.013796776618067302, 0.012991759320584611, 0.0021757075642616455, 0.0004959949300454533, 0.0003269884477516698, 0.0003759201778348371]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0.2928767146036057, 0.3380023033500768, 0.34677577958365924, 0.2841329771797915, 0.3631705191285681, 0.21379458120196268, 0.41531579033467975, 0.13235945009861477, 0.2640017163140403, 0.26488423391527094, 0.149896449959892, 0.19002180923184492, 0.15635913519458258, 0.2145728153001153, 0.07591080553939514, 0.10891674545529514, 0.10309442463689841, 0.08020502846685897, 0.08153351367685026, 0.07585963416793362, 0.07803345674994532]","['Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Minor', 'Minor', 'Moderate', 'No damage', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage']"
66,0,LOMAP_DUMB267,1,0.578024513156295,0.173706,No damage,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5]","[0.02826184145050749, 0.05292631146417211, 0.05298395680943898, 0.02743189432586548, 0.01020517112303115, 0.003251540766182992, 0.010024046876338582, 0.004273150049431737, 0.019722783087415003, 0.01978679000410121, 0.004242604866946184, 0.0022734975562973547, 0.0011554113029096516, 0.002141242170861006, 0.0006770327949108899, 0.001861529439994787, 0.0018940074095799453, 0.0006224245993719864, 0.0001287517979713899, 5.708079022099849e-05, 0.0001152569209364547]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 1, 1]","[0.11455870862428087, 0.12800953304366788, 0.12789052773151294, 0.11254559269610506, 0.15248580325795913, 0.12163034525593136, 0.15065302243156017, 0.07764549104635161, 0.09753810274127835, 0.0985979279141004, 0.07723340421767898, 0.11204053105567957, 0.10073128850195116, 0.11055173822187539, 0.05209067199649393, 0.05277070684703753, 0.05459839408440766, 0.05090583508921783, 0.057467905333699325, 0.05455475813532079, 0.05834960351783137]","['Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
67,-1,LOMAP_EMY260,1,6.174094874007383,0.38815142857142854,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[1.1106309468364999, 1.3486586409115167, 1.409231293247033, 0.7695022347586131, 0.32223722848767433, 0.18330705017382795, 0.7562060657852929, 0.14846177875580197, 0.5329447428496544, 0.5297526433020521, 0.16423145112926973, 0.1356618461476796, 0.09252988200266134, 0.16781345407921605, 0.01614201946824863, 0.10261994061790734, 0.09227577771337388, 0.045475954734041146, 0.020981796066221966, 0.018387792175996148, 0.021360571538208677]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0.7134725119400547, 0.7116631008515427, 0.7618098629162268, 0.44817080339747173, 0.392784426288742, 0.2702819562733661, 0.7252999568945073, 0.15575812071960404, 0.3451380917986022, 0.34565926155383353, 0.17044235852551118, 0.22604982145810998, 0.18164199412458473, 0.25388358577437703, 0.08057158131601566, 0.12907262755947818, 0.120035246114819, 0.08736498544012432, 0.0872257405799104, 0.08177475428235646, 0.08370775093342653]","['Severe', 'Severe', 'Severe', 'Moderate', 'Moderate', 'Moderate', 'Severe', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage']"
68,-1,LOMAP_G01090,1,5.651020853852313,0.51136,Moderate,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[1.8165819168508983, 2.197698787541265, 2.1580772578741985, 1.963266360865935, 0.3300855347744283, 0.18132154922073473, 0.7390261987503199, 0.07911156114654588, 0.33067971445852107, 0.3271305233891932, 0.10637977447494233, 0.09231652415470798, 0.06876160968773883, 0.1024140865129635, 0.007997874923801118, 0.05637082468877115, 0.04970477741396457, 0.03225346949777836, 0.015842552609436643, 0.013996706384516718, 0.01577089400128246]","[1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[1.2603718137299678, 1.2166159155466858, 1.2311375687235935, 1.1126021015349177, 0.4015319621980111, 0.2702589274702738, 0.7224639765587009, 0.11979186228760395, 0.27587288091237666, 0.2757654996877373, 0.14511695172136724, 0.18265958284272138, 0.15588436034664102, 0.19212160457915484, 0.0617674912891861, 0.09532697623219516, 0.08894417367028055, 0.07414707454324222, 0.0772095474465021, 0.07268251530802324, 0.07245459967368063]","['Collapse', 'Collapse', 'Collapse', 'Collapse', 'Moderate', 'Moderate', 'Severe', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
69,0,LOMAP_G03090,1,10.082901717928516,0.6151571428571428,Moderate,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 5, 5]","[9.06429535307419, 8.920444705822979, 9.20727867137326, 9.299062769527932, 3.167171843078016, 0.07302906253204225, 0.22078449268954, 0.039700867461372254, 0.21414842393984682, 0.2384989745612371, 0.039401452260192725, 0.023974040942794084, 0.011587448337505808, 0.02016341091139874, 0.002983844891366999, 0.012198452447396434, 0.012695422995460667, 0.0021475849385660392, 0.0006558114841397279, 0.0002160928381902367, 0.0005766478038592448]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1]","[1.909437055413949, 1.9233239839485785, 1.9259250689573209, 2.1152432722153613, 1.8761202450692032, 0.3088956101299202, 0.49728134067974045, 0.15766846843824014, 0.28579155579140153, 0.3138825720321487, 0.14078391375538685, 0.20309342573386602, 0.1654676053808965, 0.19605145543589023, 0.08182551137145269, 0.09857471217751368, 0.10561002990230559, 0.07527406749052251, 0.07937091815604208, 0.07490863051793666, 0.08100565845569602]","['Collapse', 'Collapse', 'Collapse', 'Collapse', 'Collapse', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Minor', 'No damage', 'No damage', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage']"
70,0,LOMAP_G06090,1,2.974816732511939,0.3542028571428571,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 1, 1, 5]","[0.4780645608561308, 0.9413725246579063, 0.8132648759798018, 0.5529534067157907, 0.2556570436156172, 0.042587164801975955, 0.24530955703432605, 0.06647704118612441, 0.3124879994935289, 0.31387022974026985, 0.06766327964572001, 0.04319999280918861, 0.013370044173504486, 0.04624115434632087, 0.004374274322122206, 0.03347129466592633, 0.0333399161926424, 0.004928119929568035, 0.0006569861739638061, 0.0003238910399988998, 0.0006297098380683296]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 1]","[0.40650205476882834, 0.5967545012082531, 0.529395781839235, 0.4821550461066325, 0.5447441502868955, 0.24154736843495803, 0.5304537332327669, 0.16637349631081416, 0.3205673174829878, 0.32257912463584304, 0.17077762164898905, 0.24137537888111546, 0.17184407590774478, 0.2506355559283761, 0.08730674447364681, 0.1349908408175886, 0.12768401567819143, 0.09107601686976954, 0.08833791608108786, 0.08133681256196532, 0.08622396269026904]","['Moderate', 'Severe', 'Severe', 'Moderate', 'Severe', 'Moderate', 'Severe', 'Minor', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage']"
71,0,LOMAP_GGB270,1,0.6716205590230433,0.2269982857142857,Minor,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0.09807428307856746, 0.14444472415424953, 0.14494507005305765, 0.09783309285647111, 0.026211545319576153, 0.009079015891197046, 0.035040097359501025, 0.005179228903777925, 0.03737688638597564, 0.03738208920219916, 0.006928237535061025, 0.0031060992968276464, 0.0018048776354558918, 0.004105984207277868, 0.0005199163565157419, 0.0021122899019667503, 0.0020350515843334978, 0.0009802875240759608, 0.00020104667669100084, 0.00018953622113350378, 0.0002528138587644819]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]","[0.19500197969154912, 0.2244994338857848, 0.2273734269607598, 0.19558394980863988, 0.20434301952991482, 0.1547469022271256, 0.22716448240244008, 0.08789456203394314, 0.1340257371312042, 0.13301700741860437, 0.09388942340123543, 0.12431347635848111, 0.11250728885551296, 0.12933507297268465, 0.054527009764380636, 0.06133973390592683, 0.05864272135903484, 0.05607292614363589, 0.061690406616344944, 0.05806666729403734, 0.060370623911416364]","['Minor', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Minor', 'Minor', 'No damage', 'Minor', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage', 'No damage']"
72,-1,LOMAP_GIL067,1,11.409534874910047,0.7977599999999999,Moderate,"[1020, 1121, 1222, 1323, 2021, 2122, 2223, 2030, 2131, 2232, 2333, 3031, 3132, 3233, 3040, 3141, 3242, 3343, 4041, 4142, 4243]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[5.909542063239115, 5.466877911960051, 5.559411282030579, 5.183705338957731, 2.577704252418079, 0.15450642944747595, 0.6626840965731602, 0.11668786016682897, 1.290350908339202, 1.4682747322630092, 0.2079358306628307, 0.08332721695569338, 0.06503186589270997, 0.09772598266726347, 0.007770530034598897, 0.05858784929746528, 0.056581585835045904, 0.022452649771801565, 0.012064013064497874, 0.012713769838924034, 0.010848899437173348]","[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1, 5, 5, 5, 5, 1, 1, 1]","[2.386081956613216, 2.2087854605884947, 2.2055675886805983, 2.299044585694872, 2.332326149209897, 0.44782365263974827, 0.6040850024949534, 0.1760394589472201, 0.791219001846269, 0.8849971820264222, 0.2696228102603137, 0.2719839757377259, 0.19519175148100282, 0.25405540742872246, 0.09924918067424095, 0.1410131511282269, 0.15280542531819744, 0.07059891989130984, 0.09174083989721264, 0.08358216314004627, 0.093683811113386]","['Collapse', 'Collapse', 'Collapse', 'Collapse', 'Collapse', 'Moderate', 'Severe', 'Minor', 'Severe', 'Severe', 'Moderate', 'Moderate', 'Minor', 'Moderate', 'No damage', 'Minor', 'Minor', 'No damage', 'No damage', 'No damage', 'No damage']"
