,Ground motion,Load factor,E - glob,Gl Drift,Gl Drift - class,Element ID,E - elem,Plastic def. ele.
0,el_centro,5,8.733659184945206e-05,2.6011914285714285e-05,No damage,[1020],6.027783619618783e-05,-3.59262e-07
1,el_centro,10,0.0009084287794275576,9.870114285714285e-05,No damage,[1020],0.0006623775098942045,-1.37301e-06
2,el_centro,20,0.010713244716926786,0.00036839142857142854,No damage,[1020],0.008747447866510464,-5.17927e-06
